-50,940,-5.480999947
-50,940,-5.480999947
-46.42900085,940,-3.780999899
-42.85699844,940,-2.08100009
-39.2859993,940,-0.3819999993
-35.7140007,940,1.289999962
-32.14300156,940,2.823999882
-28.57099915,940,4.356999874
-25,940,5.890999794
-21.42900085,940,7.423999786
-17.85700035,940,8.958000183
-14.28600025,940,10.49199963
-10.71399975,940,12.02499962
-7.143000126,940,13.55900002
-3.571000099,940,15.09300041
0,940,16.62599945
3.571000099,940,18.15999985
7.143000126,940,19.69300079
10.71399975,940,20.99300003
14.28600025,940,21.8010006
17.85700035,940,22.60899925
21.42900085,940,23.41799927
25,940,24.22599983
28.57099915,940,23.99099922
32.14300156,940,23.30400085
35.7140007,940,22.61700058
39.2859993,940,21.93099976
42.85699844,940,22.05900002
46.42900085,940,22.65200043
50,940,23.24600029
-50,950,-1.94599998
-50,950,-1.94599998
-46.42900085,950,-1.690999985
-42.85699844,950,-1.437000036
-39.2859993,950,-0.2579999864
-35.7140007,950,1.333999991
-32.14300156,950,2.867000103
-28.57099915,950,4.399000168
-25,950,5.931000233
-21.42900085,950,7.462999821
-17.85700035,950,8.994999886
-14.28600025,950,10.52700043
-10.71399975,950,12.06000042
-7.143000126,950,13.59200001
-3.571000099,950,15.1239996
0,950,16.65600014
3.571000099,950,18.18799973
7.143000126,950,19.71999931
10.71399975,950,21.25300026
14.28600025,950,22.78499985
17.85700035,950,24.31699944
21.42900085,950,25.84900093
25,950,26.6989994
28.57099915,950,27.49399948
32.14300156,950,26.83699989
35.7140007,950,26.39599991
39.2859993,950,26.96100044
42.85699844,950,27.52599907
46.42900085,950,28.0909996
50,950,28.65600014
-50,960,-0.2619999945
-50,960,-0.2619999945
-46.42900085,960,-0.2840000093
-42.85699844,960,-0.3050000072
-39.2859993,960,1.006000042
-35.7140007,960,2.740999937
-32.14300156,960,4.475999832
-28.57099915,960,5.952000141
-25,960,7.426000118
-21.42900085,960,8.899000168
-17.85700035,960,10.37300014
-14.28600025,960,11.84700012
-10.71399975,960,13.31999969
-7.143000126,960,14.79399967
-3.571000099,960,16.2670002
0,960,17.74099922
3.571000099,960,19.2140007
7.143000126,960,20.68799973
10.71399975,960,22.16200066
14.28600025,960,23.63500023
17.85700035,960,25.10899925
21.42900085,960,26.58200073
25,960,28.05599976
28.57099915,960,29.4260006
32.14300156,960,31.67000008
35.7140007,960,31.93799973
39.2859993,960,32.47499847
42.85699844,960,33.01200104
46.42900085,960,33.54899979
50,960,34.08599854
-50,970,-0.9649999738
-50,970,-0.9649999738
-46.42900085,970,-0.6269999743
-42.85699844,970,1.098999977
-39.2859993,970,2.825000048
-35.7140007,970,4.551000118
-32.14300156,970,6.27699995
-28.57099915,970,8.003000259
-25,970,9.729000092
-21.42900085,970,11.33100033
-17.85700035,970,12.79199982
-14.28600025,970,14.25399971
-10.71399975,970,15.71500015
-7.143000126,970,17.17700005
-3.571000099,970,18.63800049
0,970,20.10000038
3.571000099,970,21.56100082
7.143000126,970,23.02199936
10.71399975,970,24.48399925
14.28600025,970,25.81599998
17.85700035,970,27.02499962
21.42900085,970,28.23500061
25,970,29.6779995
28.57099915,970,32.5359993
32.14300156,970,35.39300156
35.7140007,970,38.25
39.2859993,970,39.32099915
42.85699844,970,39.5359993
46.42900085,970,39.75099945
50,970,39.96500015
-50,980,-0.4399999976
-50,980,-0.4399999976
-46.42900085,980,1.27699995
-42.85699844,980,2.993000031
-39.2859993,980,4.710000038
-35.7140007,980,6.426000118
-32.14300156,980,8.142999649
-28.57099915,980,9.859999657
-25,980,11.57600021
-21.42900085,980,13.29300022
-17.85700035,980,15.00899982
-14.28600025,980,16.7140007
-10.71399975,980,18.16300011
-7.143000126,980,19.61199951
-3.571000099,980,21.06200027
0,980,22.30599976
3.571000099,980,23.50799942
7.143000126,980,24.70999908
10.71399975,980,25.91200066
14.28600025,980,27.11499977
17.85700035,980,28.31699944
21.42900085,980,30.45800018
25,980,33.29700089
28.57099915,980,36.13600159
32.14300156,980,38.97399902
35.7140007,980,41.81299973
39.2859993,980,44.65200043
42.85699844,980,46.65800095
46.42900085,980,46.8370018
50,980,47.01599884
-50,990,1.289000034
-50,990,1.289000034
-46.42900085,990,2.898999929
-42.85699844,990,4.605999947
-39.2859993,990,6.324999809
-35.7140007,990,8.043999672
-32.14300156,990,9.762000084
-28.57099915,990,11.48099995
-25,990,13.19999981
-21.42900085,990,14.91899967
-17.85700035,990,16.63800049
-14.28600025,990,18.35700035
-10.71399975,990,19.87599945
-7.143000126,990,21.2140007
-3.571000099,990,22.4829998
0,990,23.6779995
3.571000099,990,24.87199974
7.143000126,990,26.06699944
10.71399975,990,27.26099968
14.28600025,990,28.55400085
17.85700035,990,31.37400055
21.42900085,990,34.19400024
25,990,37.01399994
28.57099915,990,39.83399963
32.14300156,990,42.72800064
35.7140007,990,45.89699936
39.2859993,990,48.33499908
42.85699844,990,50.5379982
46.42900085,990,52.46500015
50,990,52.48699951
-50,1000,3.140000105
-50,1000,3.140000105
-46.42900085,1000,4.741000175
-42.85699844,1000,6.342000008
-39.2859993,1000,7.943999767
-35.7140007,1000,9.585000038
-32.14300156,1000,11.29500008
-28.57099915,1000,13.00599957
-25,1000,14.71700001
-21.42900085,1000,16.4279995
-17.85700035,1000,18.13899994
-14.28600025,1000,19.59399986
-10.71399975,1000,20.92499924
-7.143000126,1000,22.25600052
-3.571000099,1000,23.58799934
0,1000,24.91900063
3.571000099,1000,26.25099945
7.143000126,1000,27.4659996
10.71399975,1000,29.62700081
14.28600025,1000,32.59400177
17.85700035,1000,35.73400116
21.42900085,1000,38.875
25,1000,42.01599884
28.57099915,1000,44.49599838
32.14300156,1000,46.68399811
35.7140007,1000,48.87200165
39.2859993,1000,51.06000137
